filename,spectral_centroid,zero_crossings,spectral_rolloff,chroma_stft,rms,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,label
112250__jobro__elevator-ride_(1)_05.wav,6447.8412735364045,0.5517781575520834,9255.588785807291,0.4491921365261078,26.996265411376953,-155.26641845703125,-22.409183502197266,30.32884407043457,-1.8762547969818115,-0.4825291931629181,2.7113664150238037,-9.186776161193848,-3.2674946784973145,-1.6510589122772217,3.2965991497039795,-7.249250411987305,-0.07348036020994186,-10.794678688049316,2.6081717014312744,-11.078408241271973,-0.9114459156990051,-7.774023056030273,1.348442792892456,-13.35988712310791,-0.37636539340019226,-5.375487804412842,-0.6480312943458557,-6.864521026611328,2.7821271419525146,-6.976383686065674,1.595639705657959,-3.2424886226654053,0.7229434847831726,-6.119283199310303,0.7960203886032104,-2.8594508171081543,-2.2227494716644287,-5.284890651702881,-0.14962007105350494,-2.300370454788208,2.7187929153442383,0.6686243414878845,2.6968796253204346,-2.15342378616333,-0.13389772176742554,negative
112250__jobro__elevator-ride_(1)_06.wav,4936.6429603133765,0.3930867513020833,8540.656534830729,0.6299185156822205,36.19440841674805,-220.8014373779297,21.356517791748047,17.06380271911621,3.685103178024292,1.3805559873580933,4.916454315185547,-8.918956756591797,6.61311149597168,-8.034297943115234,3.5896623134613037,-9.696799278259277,1.6819303035736084,-8.047654151916504,-2.396496295928955,-7.641622066497803,0.7156661152839661,-5.828129291534424,-1.2997117042541504,-6.931541919708252,1.6266921758651733,-5.958758354187012,-0.266117662191391,-4.688506603240967,0.6081110835075378,-5.6393513679504395,0.3825376629829407,-4.210628986358643,0.13429883122444153,-4.399933338165283,0.8274991512298584,-3.569949150085449,-0.42433857917785645,-4.130697727203369,0.1788223385810852,-3.29010009765625,1.1038551330566406,-2.216717004776001,2.0017919540405273,-1.2069789171218872,1.3474408388137817,negative
112250__jobro__elevator-ride_(1)_07.wav,4553.945490701018,0.34892216435185186,8197.919718424479,0.6748843789100647,30.95661163330078,-187.0277099609375,23.940114974975586,10.663132667541504,17.23006248474121,-6.903347492218018,2.7766847610473633,-6.611401557922363,-0.17666152119636536,-10.340425491333008,1.3589017391204834,-10.705620765686035,1.9189130067825317,-9.011137008666992,-1.1507965326309204,-6.976053237915039,0.1789715439081192,-6.689505577087402,0.4602534770965576,-7.147216320037842,1.5046067237854004,-6.7260918617248535,-0.34456154704093933,-4.597513198852539,0.19065621495246887,-5.190487384796143,-0.5095568299293518,-4.0557475090026855,-0.48151490092277527,-4.443535327911377,0.823506236076355,-4.493301868438721,1.4838895797729492,-2.886869430541992,-0.4155803620815277,-2.396684169769287,1.135831594467163,-2.898249626159668,2.191114664077759,-2.939659357070923,1.526862382888794,negative
112250__jobro__elevator-ride_(1)_08.wav,4284.325180189974,0.3160942925347222,8107.350667317708,0.6687209606170654,32.45802688598633,-197.09820556640625,36.28322982788086,10.58154296875,14.47336483001709,-3.181892156600952,5.671793460845947,-7.4157185554504395,2.3134543895721436,-10.236441612243652,2.1517465114593506,-5.299160480499268,3.2115886211395264,-6.9842143058776855,2.377357244491577,-7.141567230224609,0.820342481136322,-6.544102191925049,0.957582950592041,-6.931783199310303,0.7014557719230652,-5.24675178527832,-0.6379178166389465,-5.712922096252441,-0.1551428884267807,-6.166719436645508,-1.3893791437149048,-5.032576560974121,-0.13906307518482208,-4.04231595993042,1.2916617393493652,-3.012514352798462,1.5790709257125854,-2.589876413345337,1.3514084815979004,-2.6705198287963867,1.9333049058914185,-2.1162257194519043,2.041038751602173,-2.36653733253479,1.593901515007019,negative
112250__jobro__elevator-ride_(1)_09.wav,3805.8510124746826,0.23293276186342593,7663.328043619792,0.6038786768913269,21.022695541381836,-112.94012451171875,48.388916015625,15.349358558654785,24.733556747436523,0.6091064810752869,11.546198844909668,-4.183709621429443,7.396891117095947,-6.063250541687012,0.9516658782958984,-4.817424774169922,2.643761157989502,-4.961359024047852,2.6478207111358643,-5.693394184112549,2.223454236984253,-5.450236797332764,2.401730537414551,-5.534475803375244,0.6368975639343262,-5.419949054718018,0.012169643305242062,-4.920485496520996,-0.7274779081344604,-5.638134002685547,-2.616119146347046,-5.673871040344238,0.2757779657840729,-3.9605510234832764,1.9176900386810303,-2.8912572860717773,1.9834716320037842,-1.8543444871902466,1.3934160470962524,-2.017251968383789,1.7374725341796875,-1.9931204319000244,1.716622233390808,-1.9884625673294067,1.949149489402771,negative
112250__jobro__elevator-ride_(1)_10.wav,3636.5462040905095,0.21475784866898148,7449.7406005859375,0.6105320453643799,17.707958221435547,-86.45500946044922,53.197265625,14.798056602478027,24.772077560424805,-1.0632539987564087,10.991843223571777,-3.7085094451904297,6.208565711975098,-7.236012935638428,0.4405219256877899,-6.388891220092773,2.721055507659912,-5.3389716148376465,1.2248151302337646,-5.500522136688232,2.471405267715454,-4.317155838012695,2.757380247116089,-5.406320095062256,0.3883436620235443,-4.588409900665283,0.5173532366752625,-4.302500247955322,-0.0353214293718338,-6.448056697845459,-2.1869068145751953,-5.152009010314941,0.9044798612594604,-3.3360793590545654,1.890904188156128,-3.8607289791107178,1.7289084196090698,-1.6014879941940308,2.279712677001953,-1.1050186157226562,1.9054641723632812,-1.5222015380859375,1.9324307441711426,-1.5664384365081787,2.1626782417297363,negative
112250__jobro__elevator-ride_(1)_11.wav,3274.394871471562,0.1901832863136574,7080.6854248046875,0.5741590261459351,21.112552642822266,-106.51005554199219,65.72319793701172,15.347887992858887,24.586917877197266,-2.5715320110321045,8.030616760253906,-5.345700740814209,2.1601810455322266,-5.933284282684326,-0.6273829936981201,-7.562991619110107,5.001470565795898,-3.7554869651794434,1.2538825273513794,-4.249627113342285,1.6519523859024048,-4.553718090057373,3.899496555328369,-4.761768341064453,-1.614356279373169,-5.181180477142334,1.7847648859024048,-5.353619575500488,1.4505987167358398,-5.416989803314209,-2.258925676345825,-4.746182441711426,0.137473925948143,-4.380434036254883,0.8519630432128906,-4.974850177764893,0.04270270839333534,-1.380397915840149,1.148421287536621,-1.864876627922058,1.9550926685333252,-1.3744372129440308,3.1197874546051025,0.48598212003707886,1.898194432258606,negative
112250__jobro__elevator-ride_(1)_12.wav,4106.338750453336,0.3016018337673611,7540.9576416015625,0.48130568861961365,17.070798873901367,-70.45711517333984,36.72632598876953,9.786750793457031,24.857900619506836,-10.641566276550293,7.048366069793701,-7.082937240600586,-3.9726154804229736,-7.46690034866333,-3.6365604400634766,-8.244961738586426,0.8640690445899963,-6.533627033233643,5.585543155670166,-7.912792205810547,1.4684410095214844,-6.714169502258301,-0.5990192294120789,-4.907833576202393,4.919382572174072,-5.401517868041992,3.7077560424804688,-6.278743267059326,-0.3746277093887329,-6.115069389343262,-1.1935763359069824,-3.1576640605926514,1.0989903211593628,-6.223076820373535,2.9160594940185547,-8.265247344970703,1.4159784317016602,0.40267232060432434,0.8341987729072571,-2.0188686847686768,1.8966660499572754,-5.360090255737305,0.6924328207969666,-1.1309915781021118,0.528611421585083,negative
112250__jobro__elevator-ride_(1)_13.wav,3319.9683187858877,0.18367060908564814,7093.8446044921875,0.5680868625640869,31.299108505249023,-174.90530395507812,62.16007995605469,16.176925659179688,25.010644912719727,-1.7603285312652588,10.783860206604004,-7.329540252685547,4.814671039581299,-8.281222343444824,2.774683952331543,-8.109559059143066,1.9667211771011353,-4.868668079376221,3.521916151046753,-5.671560764312744,2.949702501296997,-6.131836414337158,1.5874266624450684,-5.523410797119141,1.4252394437789917,-5.85144567489624,0.26665228605270386,-6.113753795623779,-0.5014194846153259,-5.694492816925049,0.6641935706138611,-4.208521366119385,1.6923075914382935,-3.396430730819702,0.376653254032135,-3.7371249198913574,1.8892419338226318,-3.759589910507202,0.9997417330741882,-2.283860206604004,1.6331647634506226,-2.20589017868042,0.77132248878479,-2.929856538772583,0.9555709958076477,negative
112250__jobro__elevator-ride_(1)_14.wav,3039.878224556154,0.1458062065972222,6682.869466145833,0.5226544141769409,46.62284469604492,-272.8761291503906,71.40404510498047,34.4991455078125,31.36216926574707,4.287339210510254,13.247488975524902,-4.8885016441345215,5.789479732513428,-2.578712224960327,5.223569393157959,-3.744987726211548,7.8808207511901855,-4.375768661499023,1.7893904447555542,-7.102725505828857,-0.09243392944335938,-5.501288414001465,-1.1549912691116333,-6.853875160217285,-0.09874796867370605,-2.2343127727508545,-0.43197065591812134,-3.4839398860931396,0.32553520798683167,-3.0129826068878174,1.5306614637374878,-3.5895140171051025,0.2777010202407837,-1.742737889289856,1.81756591796875,-1.969413161277771,0.5684972405433655,-1.9933595657348633,1.176155686378479,-1.0794010162353516,1.1351922750473022,-1.663165807723999,-0.5168185234069824,-2.933084011077881,0.5225274562835693,negative
112250__jobro__elevator-ride_(1)_15.wav,3406.9421865470617,0.1851264105902778,6918.438720703125,0.5919027328491211,21.07827377319336,-93.55245971679688,59.86084747314453,29.016393661499023,37.95844650268555,-6.59837007522583,20.528871536254883,-7.541060924530029,10.226909637451172,-7.440652370452881,3.2667298316955566,-7.005425453186035,5.2650980949401855,-3.7220540046691895,4.747061252593994,-7.577578067779541,0.7206790447235107,-6.572449684143066,-0.49152806401252747,-10.610640525817871,1.8689531087875366,-2.394820213317871,2.6860949993133545,-4.510966777801514,-0.649085283279419,-4.046689033508301,2.8599908351898193,-5.4369425773620605,-0.10861992090940475,-4.3126220703125,1.4099937677383423,-0.5179928541183472,3.1982181072235107,-1.960530161857605,1.81187105178833,-2.1732823848724365,2.329451084136963,-2.3263132572174072,0.5990485548973083,-2.740260124206543,0.6792809963226318,negative
112250__jobro__elevator-ride_(1)_16.wav,3201.1164373447896,0.1626247829861111,6802.099609375,0.5816943049430847,20.051658630371094,-78.81640625,64.63189697265625,30.07770538330078,37.412689208984375,-5.495096683502197,19.359302520751953,-3.5645339488983154,9.725062370300293,-7.230435371398926,3.650958299636841,-5.103184223175049,5.723220348358154,-4.578308582305908,2.1293439865112305,-6.1497955322265625,0.7822926640510559,-6.739291191101074,-0.02664255164563656,-7.233636856079102,1.824855089187622,-4.18436336517334,1.434147834777832,-4.270813941955566,0.039899930357933044,-5.164554119110107,1.6255922317504883,-4.594396591186523,0.7919087409973145,-4.0084228515625,1.0618420839309692,-2.1042752265930176,2.3194990158081055,-1.8932887315750122,1.3083628416061401,-2.734036445617676,2.6653597354888916,-2.5737109184265137,0.06503543257713318,-3.7622785568237305,-0.07746025174856186,negative
112250__jobro__elevator-ride_(1)_17.wav,3812.480523664966,0.22300211588541666,7333.251953125,0.6238610744476318,25.873437881469727,-140.71694946289062,46.664642333984375,33.56929016113281,37.28866958618164,-6.935920238494873,19.412349700927734,-5.348184108734131,10.670727729797363,-5.792474746704102,4.423534393310547,-3.30885910987854,5.966187000274658,-4.058290958404541,2.9835002422332764,-7.241522789001465,1.7873896360397339,-6.020874500274658,0.7299373745918274,-7.952585697174072,0.551673412322998,-4.304464817047119,2.1190600395202637,-3.844855785369873,1.165316104888916,-5.478615760803223,0.48789238929748535,-4.517597675323486,0.3729248344898224,-3.8057568073272705,1.3725357055664062,-2.3137972354888916,2.505199670791626,-1.4508347511291504,3.163456916809082,-1.9364492893218994,1.4793614149093628,-2.8200130462646484,1.7921873331069946,-1.7597551345825195,0.7454264760017395,negative
112250__jobro__elevator-ride_(1)_18.wav,3254.5101193878904,0.18921802662037038,6258.485921223958,0.4619092047214508,29.12737274169922,-145.43324279785156,61.78412628173828,15.860859870910645,39.1455078125,-4.906580448150635,12.840153694152832,-1.6597346067428589,-0.2920207381248474,-4.801512718200684,0.37240657210350037,-3.908607006072998,1.4263697862625122,-6.473225116729736,4.37853479385376,-6.387725353240967,-1.975848913192749,-4.564418792724609,0.6445803642272949,-7.513537406921387,1.2747660875320435,-6.909551620483398,1.3660426139831543,-7.629329204559326,1.5720152854919434,-2.647146463394165,0.8579052686691284,-1.6044868230819702,0.5145038962364197,-4.31913423538208,3.6848108768463135,-0.6408588886260986,7.358551502227783,1.5727132558822632,2.087416648864746,-2.7463653087615967,-0.15245811641216278,-2.403191089630127,2.3559041023254395,1.0182318687438965,0.40179988741874695,negative
112250__jobro__elevator-ride_(1)_19.wav,3307.1641429573974,0.19091344762731483,6856.53076171875,0.5611355900764465,34.225521087646484,-196.27862548828125,64.48827362060547,19.869312286376953,28.558103561401367,-6.097514629364014,9.248485565185547,-10.185721397399902,1.7715643644332886,-7.7952189445495605,-0.35065340995788574,-9.366847038269043,1.4293131828308105,-8.05608081817627,0.8454794883728027,-6.900457382202148,0.32102832198143005,-5.974666118621826,-0.18024130165576935,-8.14747428894043,1.9413243532180786,-6.262851715087891,0.4571551978588104,-4.183622360229492,1.108459234237671,-3.7738115787506104,0.16728362441062927,-4.408791542053223,0.3483034074306488,-5.075963497161865,0.6979191899299622,-2.5359842777252197,2.940599203109741,-2.749307632446289,0.563696026802063,-4.6084442138671875,-0.5141903758049011,-4.347963333129883,0.3970339596271515,-2.7651474475860596,-0.005876823794096708,negative
112250__jobro__elevator-ride_(1)_20.wav,3066.0692607642686,0.14576898619186046,6819.014580305233,0.5836309194564819,40.722537994384766,-231.9775848388672,73.45964050292969,23.897825241088867,25.683452606201172,-4.544703960418701,10.168600082397461,-10.186967849731445,0.8248630166053772,-7.667197227478027,-1.0954970121383667,-10.251923561096191,0.5139939188957214,-8.685264587402344,-0.6920947432518005,-5.530102252960205,0.4737904667854309,-5.866916656494141,0.9872894287109375,-5.837480545043945,1.3425438404083252,-5.251466274261475,0.14010675251483917,-3.641305685043335,2.99416446685791,-3.2066636085510254,1.4135229587554932,-2.381068706512451,0.5837112069129944,-4.029088973999023,-0.012670250609517097,-3.1432998180389404,1.8795584440231323,-3.3358101844787598,-0.3664816617965698,-4.042221546173096,-1.1597849130630493,-3.848676919937134,0.01338721439242363,-3.3886406421661377,0.8728123307228088,negative
112250__jobro__elevator-ride_00.wav,6149.125528281561,0.5318490487557871,9085.616048177084,0.49862930178642273,30.655973434448242,-174.6671600341797,-23.13715362548828,28.396257400512695,1.4436495304107666,1.0220099687576294,4.668901443481445,-7.599355697631836,3.293165683746338,-8.131921768188477,3.2968220710754395,-7.453527450561523,5.461074352264404,-5.977352619171143,-0.9596248865127563,-2.7773854732513428,-0.028200503438711166,-5.87825870513916,2.4202754497528076,-6.3873138427734375,1.5641517639160156,-4.7215728759765625,1.3657433986663818,-5.822821617126465,2.103924036026001,-6.6146321296691895,0.48029395937919617,-4.3901824951171875,0.19117988646030426,-3.743618965148926,0.9892337918281555,-2.9087204933166504,1.2117623090744019,-3.010115385055542,1.140889286994934,-2.386016845703125,0.7334240078926086,-2.7584826946258545,1.8717538118362427,-1.9046119451522827,0.7482269406318665,negative
112250__jobro__elevator-ride_01.wav,6536.082825011021,0.5809461805555556,9208.983357747396,0.46412989497184753,30.090986251831055,-173.3782958984375,-35.15535354614258,30.446285247802734,-1.0962868928909302,-5.496314525604248,-0.3391963839530945,-6.798730850219727,3.517566442489624,-8.624850273132324,2.1934595108032227,-11.11903190612793,7.53131103515625,-4.873433589935303,-2.45383358001709,-4.014167308807373,-2.138112783432007,-10.255156517028809,3.178415298461914,-11.197161674499512,0.7207745909690857,-6.366489410400391,0.44887110590934753,-8.312650680541992,-0.03635473549365997,-6.585119724273682,1.292866826057434,-3.306532621383667,-1.0052615404129028,-4.619944095611572,-0.5103119611740112,-4.104754447937012,1.4053664207458496,-3.984907388687134,-1.8037493228912354,-1.18570876121521,0.4870830178260803,-2.736264228820801,1.5778321027755737,-1.688348412513733,1.1183958053588867,negative
112250__jobro__elevator-ride_02.wav,6925.660317463615,0.6265394422743056,9244.074503580729,0.37269988656044006,27.78006935119629,-148.41632080078125,-45.35668182373047,43.949153900146484,1.4436447620391846,2.8938004970550537,5.263065338134766,-4.218325138092041,1.26352858543396,-6.713629722595215,8.720787048339844,-11.948394775390625,8.439621925354004,-7.6839823722839355,-3.488101005554199,-0.7158951163291931,1.1144063472747803,-6.543936252593994,3.472687244415283,-8.1264009475708,3.3643221855163574,-3.6098856925964355,0.37805303931236267,-6.8297648429870605,3.6050984859466553,-6.198063373565674,0.9350032210350037,-3.384012222290039,-0.06318742036819458,-2.0800187587738037,0.6123688220977783,-1.6726971864700317,-1.0834230184555054,-3.3045992851257324,-1.5611824989318848,-0.3589071035385132,-0.5233861207962036,-1.6924481391906738,-0.10031399130821228,-1.4215141534805298,0.2824050486087799,negative
112250__jobro__elevator-ride_03.wav,6027.380415224376,0.4898726851851852,8928.453572591146,0.43105924129486084,31.94550895690918,-175.3262481689453,-9.757805824279785,35.96183776855469,-0.6342357993125916,-6.445230007171631,4.902042865753174,-3.9735379219055176,1.7699110507965088,-7.970215797424316,5.702861309051514,-16.18351936340332,5.774737358093262,-9.62283706665039,-2.828625440597534,-6.639772891998291,0.0015592575073242188,-10.635250091552734,2.312342405319214,-12.137922286987305,-0.21445100009441376,-5.872487545013428,-1.879594326019287,-6.967687606811523,3.2498669624328613,-8.759236335754395,1.101929783821106,-6.24113655090332,-0.8778008222579956,-4.338391304016113,-1.5768969058990479,-2.4713525772094727,-1.1192113161087036,-3.982247829437256,-0.8893138766288757,-0.7160837650299072,-0.5986977815628052,-0.378948837518692,0.6388052701950073,-1.2513083219528198,0.8213896155357361,negative
112250__jobro__elevator-ride_04.wav,5897.91266328649,0.4906638816550926,8859.517415364584,0.4650353193283081,26.56583023071289,-149.41180419921875,-11.622118949890137,23.460159301757812,5.3222737312316895,-2.9624056816101074,3.866974115371704,-6.676961421966553,-0.19665153324604034,-6.033121585845947,4.97510290145874,-13.285163879394531,2.92560076713562,-13.60506820678711,0.05174410715699196,-11.130444526672363,0.3801431357860565,-8.933570861816406,1.8796883821487427,-11.40175724029541,-1.7708969116210938,-5.477852821350098,-0.689546525478363,-6.915195465087891,3.235529661178589,-6.840573787689209,2.167673110961914,-5.151125431060791,0.44049739837646484,-4.513399600982666,0.2686493396759033,-4.229822635650635,1.1171135902404785,-5.069214820861816,0.7463842034339905,-1.0419832468032837,1.7880849838256836,-1.1281059980392456,2.198216676712036,-1.9501975774765015,0.11570027470588684,negative
