total_accuracy,f1_scream,recall_scream,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info,userInput
0.823046875,0.822436024,0.82109375,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.81796875,0.823017558,0.844791667,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.848242188,0.852970816,0.8828125,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.8684375,0.871689655,0.893125,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.868489583,0.871748425,0.892708333,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.883816964,0.885892755,0.9015625,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.880322149,0.881660658,0.892708942,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.825390625,0.824517169,0.83359375,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.833333333,0.835123672,0.847395833,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.85078125,0.852865999,0.867578125,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.86546875,0.868642385,0.8875,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.872135417,0.874504088,0.8921875,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.88203125,0.884101816,0.901785714,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.878852617,0.880320429,0.892968293,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.5828125,0.70540873,0.99453125,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.596614583,0.711957311,0.994270833,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.640820313,0.734137531,0.9890625,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.6615625,0.745822265,0.9903125,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.669010417,0.75033958,0.992708333,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.679910714,0.756963828,0.995089286,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.696103222,0.766293786,0.995740795,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.826171875,0.825436426,0.82890625,scream,200,100,100,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.859114583,0.861197905,0.879166667,scream,300,150,150,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.881445313,0.883135688,0.89375,scream,400,200,200,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.89328125,0.894667068,0.9075,scream,500,250,250,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.906380208,0.906800206,0.91328125,scream,600,300,300,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.910379464,0.910401085,0.912053571,scream,700,350,350,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.909497776,0.90961058,0.912302747,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.7546875,0.7535626,0.7578125,scream,200,100,100,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.779166667,0.778736637,0.783854167,scream,300,150,150,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.811914063,0.811275333,0.80859375,scream,400,200,200,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.8428125,0.841378738,0.8365625,scream,500,250,250,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.843880208,0.842869476,0.83984375,scream,600,300,300,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.851339286,0.850620039,0.847991071,scream,700,350,350,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.853949089,0.85310659,0.852542373,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.75390625,0.74088939,0.71796875,scream,200,100,100,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8125,0.804473473,0.777083333,scream,300,150,150,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.825976563,0.821384199,0.803125,scream,400,200,200,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8553125,0.852109052,0.838125,scream,500,250,250,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8578125,0.855361855,0.841927083,scream,600,300,300,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.866183036,0.86526886,0.862053571,scream,700,350,350,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.87884094,0.876781503,0.866514465,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.760546875,0.753807506,0.74765625,scream,200,100,100,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.78828125,0.795684147,0.823958333,scream,300,150,150,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.81796875,0.817305224,0.822265625,scream,400,200,200,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.83171875,0.833116264,0.8425,scream,500,250,250,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.838932292,0.840744682,0.849479167,scream,600,300,300,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.83828125,0.840163908,0.849776786,scream,700,350,350,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.848525441,0.84818589,0.848586353,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.7953125,0.79698937,0.80625,scream,200,100,100,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.83359375,0.833788669,0.838020833,scream,300,150,150,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.839453125,0.840499422,0.84921875,scream,400,200,200,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.86421875,0.865194656,0.871875,scream,500,250,250,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.873567708,0.874786775,0.883854167,scream,600,300,300,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.887276786,0.888121058,0.894866071,scream,700,350,350,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.877001722,0.878126576,0.887127411,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.81953125,0.820798685,0.828125,scream,200,100,100,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.848177083,0.849961054,0.861458333,scream,300,150,150,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.874023438,0.87510818,0.883984375,scream,400,200,200,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.8871875,0.888115295,0.8984375,scream,500,250,250,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.893880208,0.894943032,0.903645833,scream,600,300,300,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.902678571,0.902670031,0.9046875,scream,700,350,350,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.905645019,0.905857545,0.910845266,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.852085456,0.855983235,0.88005187,scream,734,367,367,7,0.2,5,5,5,1,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.815831526,0.821827276,0.854270164,scream,734,367,367,7,0.2,5,5,5,1,Id3Estimator,None,experiment_2_date_2019-08-21
0.816172785,0.821208884,0.847709673,scream,734,367,367,7,0.2,5,5,5,1,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.778355644,0.783951364,0.808861777,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.780640585,0.784770914,0.802849211,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.850498924,0.848953564,0.843001169,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.86372025,0.86602595,0.881772355,scream,734,367,367,7,0.2,5,5,5,1,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.809167585,0.807401592,0.803159702,scream,734,367,367,7,0.2,5,5,5,1,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.857156246,0.853668283,0.836225161,scream,734,367,367,7,0.2,5,5,5,1,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.772348573,0.78702319,0.843150935,scream,734,367,367,7,0.2,5,5,5,1,GaussianNB,None,experiment_2_date_2019-08-21
0.857670266,0.859208287,0.870514319,scream,734,367,367,7,0.2,5,5,5,1,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.830918326,0.832780826,0.843618498,scream,734,367,367,7,0.2,5,5,5,1,MLPClassifier,None,experiment_2_date_2019-08-21
0.884426951,0.885721503,0.896274109,scream,734,367,367,11,0.2,5,5,5,5,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.845616973,0.844967001,0.842734512,scream,734,367,367,11,0.2,5,5,5,5,Id3Estimator,None,experiment_2_date_2019-08-21
0.867003118,0.869822866,0.889297195,scream,734,367,367,11,0.2,5,5,5,5,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.867740975,0.869830325,0.886995909,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.869876041,0.872067244,0.888628726,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.82548834,0.848855889,0.976961572,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.892082434,0.893630831,0.908489188,scream,734,367,367,11,0.2,5,5,5,5,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.85267247,0.851716284,0.849185418,scream,734,367,367,11,0.2,5,5,5,5,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.88327929,0.881125654,0.869118936,scream,734,367,367,11,0.2,5,5,5,5,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.84730463,0.849222244,0.862211426,scream,734,367,367,11,0.2,5,5,5,5,GaussianNB,None,experiment_2_date_2019-08-21
0.896924922,0.897669699,0.905884717,scream,734,367,367,11,0.2,5,5,5,5,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.884037784,0.884711774,0.892117183,scream,734,367,367,11,0.2,5,5,5,5,MLPClassifier,None,experiment_2_date_2019-08-21
0.885222255,0.885434566,0.889107247,scream,734,367,367,16,0.2,5,5,5,10,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.849585872,0.847921285,0.841291642,scream,734,367,367,16,0.2,5,5,5,10,Id3Estimator,None,experiment_2_date_2019-08-21
0.883185034,0.883498587,0.888825979,scream,734,367,367,16,0.2,5,5,5,10,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.869470701,0.87098467,0.882462741,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.857877603,0.859660063,0.872917884,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.770701238,0.813030547,0.994882379,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.89595678,0.896502552,0.902034629,scream,734,367,367,16,0.2,5,5,5,10,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.855768903,0.85446434,0.850964348,scream,734,367,367,16,0.2,5,5,5,10,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.88139335,0.87889237,0.864315459,scream,734,367,367,16,0.2,5,5,5,10,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.843464735,0.845397622,0.858525716,scream,734,367,367,16,0.2,5,5,5,10,GaussianNB,None,experiment_2_date_2019-08-21
0.878606175,0.879620523,0.88905976,scream,734,367,367,16,0.2,5,5,5,10,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.890321643,0.89028833,0.891686148,scream,734,367,367,16,0.2,5,5,5,10,MLPClassifier,None,experiment_2_date_2019-08-21
0.95073038,0.950916026,0.953090298,scream,734,367,367,18,0.2,5,5,5,12,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.855384809,0.854812658,0.854058299,scream,734,367,367,18,0.2,5,5,5,12,Id3Estimator,None,experiment_2_date_2019-08-22
0.88208895,0.882362969,0.886111923,scream,734,367,367,18,0.2,5,5,5,12,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.859519646,0.861963304,0.879204413,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.866071551,0.868141129,0.885103741,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.736913064,0.790971204,0.994013004,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.894267688,0.89386817,0.894151812,scream,734,367,367,18,0.2,5,5,5,12,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.860962344,0.859901861,0.857893776,scream,734,367,367,18,0.2,5,5,5,12,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.885524691,0.882493465,0.864720923,scream,734,367,367,18,0.2,5,5,5,12,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.844518531,0.848043402,0.870247662,scream,734,367,367,18,0.2,5,5,5,12,GaussianNB,None,experiment_2_date_2019-08-22
0.881042741,0.881729478,0.889078025,scream,734,367,367,18,0.2,5,5,5,12,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.904096919,0.904177113,0.9076673,scream,734,367,367,18,0.2,5,5,5,12,MLPClassifier,None,experiment_2_date_2019-08-22
0.965193497,0.964912218,0.959928404,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.849987605,0.847929745,0.838745617,scream,734,367,367,21,0.2,5,5,5,15,Id3Estimator,None,experiment_2_date_2019-08-22
0.88309732,0.883254998,0.887339275,scream,734,367,367,21,0.2,5,5,5,15,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.877025481,0.877884492,0.88564436,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.878938614,0.880397258,0.893366452,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.727029353,0.784940842,0.994900643,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.904681716,0.904711039,0.907002484,scream,734,367,367,21,0.2,5,5,5,15,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.85191613,0.85005988,0.842621274,scream,734,367,367,21,0.2,5,5,5,15,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.882588686,0.880751915,0.871394652,scream,734,367,367,21,0.2,5,5,5,15,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.850163831,0.85241925,0.867036821,scream,734,367,367,21,0.2,5,5,5,15,GaussianNB,None,experiment_2_date_2019-08-22
0.886185682,0.886812482,0.892453244,scream,734,367,367,21,0.2,5,5,5,15,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.900200516,0.900508348,0.904566043,scream,734,367,367,21,0.2,5,5,5,15,MLPClassifier,None,experiment_2_date_2019-08-22
0.95550721,0.955519287,0.955227206,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.846048882,0.844043949,0.83615941,scream,734,367,367,26,0.2,5,5,5,20,Id3Estimator,None,experiment_2_date_2019-08-22
0.889446758,0.888734891,0.885589568,scream,734,367,367,26,0.2,5,5,5,20,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.883730165,0.885275331,0.899726037,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.887561895,0.889313856,0.905694769,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.688468579,0.761532591,0.993169199,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.914070953,0.914301811,0.918077878,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8410191,0.839092603,0.833357686,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.871356547,0.869739088,0.862825102,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.847622395,0.848722136,0.858405172,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_2_date_2019-08-22
0.890964589,0.891818749,0.901439217,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.911942599,0.912370834,0.919129895,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_2_date_2019-08-22
0.942601277,0.942714719,0.946686879,scream,734,367,367,31,0.2,5,5,5,25,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.851781053,0.851094449,0.850105932,scream,734,367,367,31,0.2,5,5,5,25,Id3Estimator,None,experiment_2_date_2019-08-22
0.873626409,0.873308279,0.873546172,scream,734,367,367,31,0.2,5,5,5,25,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.880746674,0.883957672,0.909585038,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.882025119,0.884732551,0.907623466,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.687258226,0.760870163,0.994860462,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.909723424,0.910099051,0.915382086,scream,734,367,367,31,0.2,5,5,5,25,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8460299,0.845819269,0.847304208,scream,734,367,367,31,0.2,5,5,5,25,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.868822073,0.867927392,0.864103594,scream,734,367,367,31,0.2,5,5,5,25,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.849019542,0.848905493,0.851092198,scream,734,367,367,31,0.2,5,5,5,25,GaussianNB,None,experiment_2_date_2019-08-22
0.878954178,0.879682028,0.889563852,scream,734,367,367,31,0.2,5,5,5,25,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.907891481,0.908558356,0.91594097,scream,734,367,367,31,0.2,5,5,5,25,MLPClassifier,None,experiment_2_date_2019-08-22
0.947062856,0.947163622,0.949481297,scream,734,367,367,36,0.2,5,5,5,30,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.845305546,0.843707969,0.836659848,scream,734,367,367,36,0.2,5,5,5,30,Id3Estimator,None,experiment_2_date_2019-08-22
0.861368027,0.859190176,0.848915108,scream,734,367,367,36,0.2,5,5,5,30,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.877097601,0.8797165,0.899908679,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.885441706,0.887387229,0.904412624,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.642324302,0.735657194,0.995302455,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.906618406,0.907365331,0.917497078,scream,734,367,367,36,0.2,5,5,5,30,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.847605161,0.846382323,0.844023963,scream,734,367,367,36,0.2,5,5,5,30,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.861335963,0.859886323,0.853806254,scream,734,367,367,36,0.2,5,5,5,30,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.844956872,0.845000651,0.848969901,scream,734,367,367,36,0.2,5,5,5,30,GaussianNB,None,experiment_2_date_2019-08-22
0.882566503,0.883572127,0.892080655,scream,734,367,367,36,0.2,5,5,5,30,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.905888806,0.906557886,0.914056108,scream,734,367,367,36,0.2,5,5,5,30,MLPClassifier,None,experiment_2_date_2019-08-22
0.944435765,0.945643759,0.964370251,scream,734,367,367,41,0.2,5,5,5,35,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.853807534,0.851805175,0.84277104,scream,734,367,367,41,0.2,5,5,5,35,Id3Estimator,None,experiment_2_date_2019-08-22
0.876128788,0.874231568,0.867055085,scream,734,367,367,41,0.2,5,5,5,35,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.876379616,0.879986672,0.906392461,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.882610587,0.885866386,0.909117475,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.621457812,0.72454892,0.995938048,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.900028848,0.901640167,0.91809249,scream,734,367,367,41,0.2,5,5,5,35,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8478972,0.845712688,0.836915546,scream,734,367,367,41,0.2,5,5,5,35,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.860703929,0.858472628,0.848096873,scream,734,367,367,41,0.2,5,5,5,35,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.835016791,0.832822414,0.825178989,scream,734,367,367,41,0.2,5,5,5,35,GaussianNB,None,experiment_2_date_2019-08-22
0.892606413,0.89318695,0.899558007,scream,734,367,367,41,0.2,5,5,5,35,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.908092402,0.908729373,0.916613092,scream,734,367,367,41,0.2,5,5,5,35,MLPClassifier,None,experiment_2_date_2019-08-22
0.957398489,0.957740443,0.965203098,scream,734,367,367,46,0.2,5,5,5,40,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.844106698,0.842970695,0.83957481,scream,734,367,367,46,0.2,5,5,5,40,Id3Estimator,None,experiment_2_date_2019-08-22
0.871096041,0.869941771,0.864366598,scream,734,367,367,46,0.2,5,5,5,40,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.882764943,0.885376553,0.906954997,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.883232365,0.885614874,0.906586061,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.609576952,0.718416514,0.996153565,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.908543403,0.909149383,0.916576563,scream,734,367,367,46,0.2,5,5,5,40,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.846257936,0.844901196,0.841112653,scream,734,367,367,46,0.2,5,5,5,40,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.868592319,0.866982681,0.859380479,scream,734,367,367,46,0.2,5,5,5,40,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.835157175,0.8325083,0.822738895,scream,734,367,367,46,0.2,5,5,5,40,GaussianNB,None,experiment_2_date_2019-08-22
0.881392429,0.881512588,0.884606955,scream,734,367,367,46,0.2,5,5,5,40,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.908222109,0.908945576,0.918245909,scream,734,367,367,46,0.2,5,5,5,40,MLPClassifier,None,experiment_2_date_2019-08-22
0.972741034,0.972638538,0.972063121,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_5_date_2019-08-22
0.845311056,0.84341066,0.834957627,scream,734,367,367,26,0.2,5,5,5,20,Id3Estimator,None,experiment_5_date_2019-08-22
0.888743728,0.888830286,0.892055085,scream,734,367,367,26,0.2,5,5,5,20,KNeighborsClassifier,None,experiment_5_date_2019-08-22
0.87909475,0.881413993,0.899572618,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
0.88118581,0.883679712,0.903638223,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
